Date,State,Day,Cases,Deaths,Code
2020-03-14,Ohio,53,26,0,OH
2020-03-14,Oklahoma,53,4,0,OK
2020-03-14,Oregon,53,36,1,OR
2020-03-14,Pennsylvania,53,47,0,PA
2020-03-14,South Carolina,53,19,0,SC
2020-03-14,South Dakota,53,9,1,SD
2020-03-14,Tennessee,53,32,0,TN
2020-03-14,Texas,53,69,0,TX
2020-03-14,Utah,53,21,0,UT
2020-03-14,Vermont,53,5,0,VT
2020-03-14,Virginia,53,42,1,VA
2020-03-14,Washington,53,609,40,WA
2020-03-14,Wisconsin,53,27,0,WI
2020-03-14,Wyoming,53,3,0,WY
2020-03-15,Alabama,54,23,0,AL
2020-03-15,Alaska,54,1,0,AK
2020-03-15,Arizona,54,13,0,AZ
2020-03-15,Arkansas,54,16,0,AR
2020-03-15,California,54,478,6,CA
2020-03-15,Colorado,54,136,2,CO
2020-03-15,Connecticut,54,26,0,CT
2020-03-15,Delaware,54,7,0,DE
2020-03-15,District of Columbia,54,17,0,
2020-03-15,Florida,54,109,3,FL
2020-03-15,Georgia,54,97,1,GA
2020-03-15,Hawaii,54,7,0,HI
2020-03-15,Idaho,54,5,0,ID
2020-03-15,Illinois,54,94,0,IL
2020-03-15,Indiana,54,19,0,IN
2020-03-15,Iowa,54,22,0,IA
2020-03-15,Kansas,54,9,1,KS
2020-03-15,Kentucky,54,21,0,KY
2020-03-15,Louisiana,54,103,2,LA
2020-03-15,Maine,54,12,0,ME
2020-03-15,Maryland,54,32,0,MD
2020-03-15,Massachusetts,54,164,0,MA
2020-03-15,Michigan,54,53,0,MI
2020-03-15,Minnesota,54,35,0,MN
2020-03-15,Mississippi,54,10,0,MS
2020-03-15,Missouri,54,5,0,MO
2020-03-15,Montana,54,6,0,MT
2020-03-15,Nebraska,54,31,0,NE
2020-03-15,Nevada,54,26,0,NV
2020-03-15,New Hampshire,54,13,0,NH
2020-03-15,New Jersey,54,97,2,NJ
2020-03-15,New Mexico,54,17,0,NM
2020-03-15,New York,54,402,1,NY
2020-03-15,North Carolina,54,32,0,NC
2020-03-15,North Dakota,54,1,0,ND
2020-03-15,Ohio,54,37,0,OH
2020-03-15,Oklahoma,54,8,0,OK
2020-03-15,Oregon,54,39,1,OR
2020-03-15,Pennsylvania,54,68,0,PA
2020-03-15,South Carolina,54,28,0,SC
2020-03-15,South Dakota,54,9,1,SD
2020-03-15,Tennessee,54,39,0,TN
2020-03-15,Texas,54,80,0,TX
2020-03-15,Utah,54,29,0,UT
2020-03-15,Vermont,54,8,0,VT
2020-03-15,Virginia,54,45,1,VA
2020-03-15,Washington,54,675,42,WA
2020-03-15,Wisconsin,54,33,0,WI
2020-03-15,Wyoming,54,3,0,WY
2020-03-16,Alabama,55,29,0,AL
2020-03-16,Alaska,55,3,0,AK
2020-03-16,Arizona,55,18,0,AZ
2020-03-16,Arkansas,55,22,0,AR
2020-03-16,California,55,588,11,CA
2020-03-16,Colorado,55,161,2,CO
2020-03-16,Connecticut,55,41,0,CT
2020-03-16,Delaware,55,8,0,DE
2020-03-16,District of Columbia,55,22,0,
2020-03-16,Florida,55,141,4,FL
2020-03-16,Georgia,55,118,1,GA
2020-03-16,Hawaii,55,10,0,HI
2020-03-16,Idaho,55,5,0,ID
2020-03-16,Illinois,55,104,0,IL
2020-03-16,Indiana,55,24,1,IN
2020-03-16,Iowa,55,22,0,IA
2020-03-16,Kansas,55,11,1,KS
2020-03-16,Kentucky,55,22,1,KY
2020-03-16,Louisiana,55,137,3,LA
2020-03-16,Maine,55,16,0,ME
2020-03-16,Maryland,55,39,0,MD
2020-03-16,Massachusetts,55,196,0,MA
2020-03-16,Michigan,55,54,0,MI
2020-03-16,Minnesota,55,54,0,MN
2020-03-16,Mississippi,55,12,0,MS
2020-03-16,Missouri,55,9,0,MO
2020-03-16,Montana,55,8,0,MT
2020-03-16,Nebraska,55,33,0,NE
2020-03-16,Nevada,55,45,1,NV
2020-03-16,New Hampshire,55,17,0,NH
2020-03-16,New Jersey,55,175,3,NJ
2020-03-16,New Mexico,55,21,0,NM
2020-03-16,New York,55,486,3,NY
2020-03-16,North Carolina,55,34,0,NC
2020-03-16,North Dakota,55,1,0,ND
2020-03-16,Ohio,55,50,0,OH
2020-03-16,Oklahoma,55,10,0,OK
2020-03-16,Oregon,55,46,1,OR
2020-03-16,Pennsylvania,55,81,0,PA
2020-03-16,South Carolina,55,33,1,SC
2020-03-16,South Dakota,55,10,1,SD
2020-03-16,Tennessee,55,52,0,TN
2020-03-16,Texas,55,87,1,TX
2020-03-16,Utah,55,40,0,UT
2020-03-16,Vermont,55,12,0,VT
2020-03-16,Virginia,55,51,1,VA
2020-03-16,Washington,55,794,48,WA
2020-03-16,Wisconsin,55,47,0,WI
2020-03-16,Wyoming,55,10,0,WY
2020-03-17,Alabama,56,39,0,AL
2020-03-17,Alaska,56,6,0,AK
2020-03-17,Arizona,56,20,0,AZ
2020-03-17,Arkansas,56,22,0,AR
2020-03-17,California,56,732,14,CA
2020-03-17,Colorado,56,183,3,CO
2020-03-17,Connecticut,56,68,0,CT
2020-03-17,Delaware,56,16,0,DE
2020-03-17,District of Columbia,56,31,0,
2020-03-17,Florida,56,210,6,FL
2020-03-17,Georgia,56,142,1,GA
2020-03-17,Hawaii,56,14,0,HI
2020-03-17,Idaho,56,9,0,ID
2020-03-17,Illinois,56,159,1,IL
2020-03-17,Indiana,56,30,2,IN
2020-03-17,Iowa,56,29,0,IA
2020-03-17,Kansas,56,17,1,KS
2020-03-17,Kentucky,56,26,1,KY
2020-03-17,Louisiana,56,196,5,LA
2020-03-17,Maine,56,29,0,ME
2020-03-17,Maryland,56,57,0,MD
2020-03-17,Massachusetts,56,217,0,MA
2020-03-17,Michigan,56,65,0,MI
2020-03-17,Minnesota,56,60,0,MN
2020-03-17,Mississippi,56,21,0,MS
2020-03-17,Missouri,56,16,0,MO
2020-03-17,Montana,56,8,0,MT
2020-03-17,Nebraska,56,36,0,NE
2020-03-17,Nevada,56,55,1,NV
2020-03-17,New Hampshire,56,26,0,NH
2020-03-17,New Jersey,56,267,3,NJ
2020-03-17,New Mexico,56,23,0,NM
2020-03-17,New York,56,729,7,NY
2020-03-17,North Carolina,56,42,0,NC
2020-03-17,North Dakota,56,5,0,ND
2020-03-17,Ohio,56,67,0,OH
2020-03-17,Oklahoma,56,18,0,OK
2020-03-17,Oregon,56,66,2,OR
2020-03-17,Pennsylvania,56,101,0,PA
2020-03-17,South Carolina,56,47,1,SC
2020-03-17,South Dakota,56,11,1,SD
2020-03-17,Tennessee,56,73,0,TN
2020-03-17,Texas,56,106,1,TX
2020-03-17,Utah,56,51,0,UT
2020-03-17,Vermont,56,14,0,VT
2020-03-17,Virginia,56,67,2,VA
2020-03-17,Washington,56,908,54,WA
2020-03-17,West Virginia,56,1,0,WV
2020-03-17,Wisconsin,56,72,0,WI
2020-03-17,Wyoming,56,15,0,WY
2020-03-18,Alabama,57,51,0,AL
2020-03-18,Alaska,57,9,0,AK
2020-03-18,Arizona,57,28,0,AZ
2020-03-18,Arkansas,57,33,0,AR
2020-03-18,California,57,893,17,CA
2020-03-18,Colorado,57,216,3,CO
2020-03-18,Connecticut,57,96,1,CT
2020-03-18,Delaware,57,26,0,DE
2020-03-18,District of Columbia,57,36,0,
2020-03-18,Florida,57,326,7,FL
2020-03-18,Georgia,57,193,3,GA
2020-03-18,Hawaii,57,16,0,HI
2020-03-18,Idaho,57,11,0,ID
2020-03-18,Illinois,57,286,1,IL
2020-03-18,Indiana,57,39,2,IN
2020-03-18,Iowa,57,38,0,IA
2020-03-18,Kansas,57,22,1,KS
2020-03-18,Kentucky,57,35,1,KY
2020-03-18,Louisiana,57,278,7,LA
2020-03-18,Maine,57,40,0,ME
2020-03-18,Maryland,57,85,1,MD
2020-03-18,Massachusetts,57,252,0,MA
2020-03-18,Michigan,57,80,1,MI
2020-03-18,Minnesota,57,77,0,MN
2020-03-18,Mississippi,57,34,0,MS
2020-03-18,Missouri,57,21,1,MO
2020-03-18,Montana,57,12,0,MT
2020-03-18,Nebraska,57,43,0,NE
2020-03-18,Nevada,57,82,1,NV
2020-03-18,New Hampshire,57,39,0,NH
2020-03-18,New Jersey,57,426,5,NJ
2020-03-18,New Mexico,57,28,0,NM
2020-03-18,New York,57,1043,7,NY
2020-03-18,North Carolina,57,66,0,NC
2020-03-18,North Dakota,57,7,0,ND
2020-03-18,Ohio,57,90,0,OH
2020-03-18,Oklahoma,57,29,0,OK
2020-03-18,Oregon,57,74,3,OR
2020-03-18,Pennsylvania,57,139,1,PA
2020-03-18,South Carolina,57,60,1,SC
2020-03-18,South Dakota,57,11,1,SD
2020-03-18,Tennessee,57,98,0,TN
2020-03-18,Texas,57,166,2,TX
2020-03-18,Utah,57,65,0,UT
2020-03-18,Vermont,57,19,0,VT
2020-03-18,Virginia,57,78,2,VA
2020-03-18,Washington,57,1026,68,WA
2020-03-18,West Virginia,57,2,0,WV
2020-03-18,Wisconsin,57,106,0,WI
2020-03-18,Wyoming,57,17,0,WY
2020-03-19,Alabama,58,78,0,AL
2020-03-19,Alaska,58,12,0,AK
2020-03-19,Arizona,58,47,0,AZ
2020-03-19,Arkansas,58,62,0,AR
2020-03-19,California,58,1067,19,CA
2020-03-19,Colorado,58,278,5,CO
2020-03-19,Connecticut,58,159,4,CT
2020-03-19,Delaware,58,30,0,DE
2020-03-19,District of Columbia,58,68,0,
2020-03-19,Florida,58,434,8,FL
2020-03-19,Georgia,58,282,10,GA
2020-03-19,Hawaii,58,26,0,HI
2020-03-19,Idaho,58,23,0,ID
2020-03-19,Illinois,58,420,4,IL
2020-03-19,Indiana,58,56,2,IN
2020-03-19,Iowa,58,44,0,IA
2020-03-19,Kansas,58,35,1,KS
2020-03-19,Kentucky,58,46,2,KY
2020-03-19,Louisiana,58,389,10,LA
2020-03-19,Maine,58,49,0,ME
2020-03-19,Maryland,58,108,1,MD
2020-03-19,Massachusetts,58,315,0,MA
2020-03-19,Michigan,58,334,3,MI
2020-03-19,Minnesota,58,89,0,MN
2020-03-19,Mississippi,58,50,1,MS
2020-03-19,Missouri,58,35,1,MO
2020-03-19,Montana,58,19,0,MT
2020-03-19,Nebraska,58,47,0,NE
2020-03-19,Nevada,58,95,1,NV
2020-03-19,New Hampshire,58,44,0,NH
2020-03-19,New Jersey,58,734,9,NJ
2020-03-19,New Mexico,58,35,0,NM
2020-03-19,New York,58,1684,8,NY
2020-03-19,North Carolina,58,104,0,NC
2020-03-19,North Dakota,58,19,0,ND
2020-03-19,Ohio,58,120,0,OH
2020-03-19,Oklahoma,58,44,1,OK
2020-03-19,Oregon,58,87,3,OR
2020-03-19,Pennsylvania,58,187,1,PA
2020-03-19,South Carolina,58,81,1,SC
2020-03-19,South Dakota,58,14,1,SD
2020-03-19,Tennessee,58,153,0,TN
2020-03-19,Texas,58,248,4,TX
2020-03-19,Utah,58,80,0,UT
2020-03-19,Vermont,58,22,2,VT
2020-03-19,Virginia,58,94,2,VA
2020-03-19,Washington,58,1228,75,WA
2020-03-19,West Virginia,58,5,0,WV
2020-03-19,Wisconsin,58,155,2,WI
2020-03-19,Wyoming,58,18,0,WY
2020-03-20,Alabama,59,106,0,AL
2020-03-20,Alaska,59,14,0,AK
2020-03-20,Arizona,59,70,1,AZ
2020-03-20,Arkansas,59,81,0,AR
2020-03-20,California,59,1283,24,CA
2020-03-20,Colorado,59,364,5,CO
2020-03-20,Connecticut,59,194,4,CT
2020-03-20,Delaware,59,39,0,DE
2020-03-20,District of Columbia,59,77,1,
2020-03-20,Florida,59,564,9,FL
2020-03-20,Georgia,59,476,14,GA
2020-03-20,Hawaii,59,37,0,HI
2020-03-20,Idaho,59,31,0,ID
2020-03-20,Illinois,59,583,5,IL
2020-03-20,Indiana,59,79,3,IN
2020-03-20,Iowa,59,45,0,IA
2020-03-20,Kansas,59,49,1,KS
2020-03-20,Kentucky,59,62,2,KY
2020-03-20,Louisiana,59,532,10,LA
2020-03-20,Maine,59,54,0,ME
2020-03-20,Maryland,59,150,2,MD
2020-03-20,Massachusetts,59,395,1,MA
2020-03-20,Michigan,59,548,4,MI
2020-03-20,Minnesota,59,115,0,MN
2020-03-20,Mississippi,59,80,1,MS
2020-03-20,Missouri,59,60,3,MO
2020-03-20,Montana,59,19,0,MT
2020-03-20,Nebraska,59,53,0,NE
2020-03-20,Nevada,59,154,2,NV
2020-03-20,New Hampshire,59,55,0,NH
2020-03-20,New Jersey,59,893,11,NJ
2020-03-20,New Mexico,59,43,0,NM
2020-03-20,New York,59,2694,14,NY
2020-03-20,North Carolina,59,144,0,NC
2020-03-20,North Dakota,59,27,0,ND
2020-03-20,Ohio,59,169,1,OH
2020-03-20,Oklahoma,59,49,1,OK
2020-03-20,Oregon,59,114,3,OR
2020-03-20,Pennsylvania,59,269,1,PA
2020-03-20,South Carolina,59,126,3,SC
2020-03-20,South Dakota,59,14,1,SD
2020-03-20,Tennessee,59,235,0,TN
2020-03-20,Texas,59,377,5,TX
2020-03-20,Utah,59,112,0,UT
2020-03-20,Vermont,59,29,2,VT
2020-03-20,Virginia,59,115,2,VA
2020-03-20,Washington,59,1404,83,WA
2020-03-20,West Virginia,59,8,0,WV
2020-03-20,Wisconsin,59,216,3,WI
2020-03-20,Wyoming,59,22,0,WY
2020-03-21,Alabama,60,131,0,AL
2020-03-21,Alaska,60,21,0,AK
2020-03-21,Arizona,60,104,1,AZ
2020-03-21,Arkansas,60,97,0,AR
2020-03-21,California,60,1544,28,CA
2020-03-21,Colorado,60,475,6,CO
2020-03-21,Connecticut,60,223,5,CT
2020-03-21,Delaware,60,45,0,DE
2020-03-21,District of Columbia,60,98,1,
2020-03-21,Florida,60,764,11,FL
2020-03-21,Georgia,60,525,20,GA
2020-03-21,Hawaii,60,48,0,HI
2020-03-21,Idaho,60,42,0,ID
2020-03-21,Illinois,60,751,6,IL
2020-03-21,Indiana,60,126,4,IN
2020-03-21,Iowa,60,68,0,IA
2020-03-21,Kansas,60,57,2,KS
2020-03-21,Kentucky,60,79,3,KY
2020-03-21,Louisiana,60,754,16,LA
2020-03-21,Maine,60,67,0,ME
2020-03-21,Maryland,60,195,3,MD
2020-03-21,Massachusetts,60,499,2,MA
2020-03-21,Michigan,60,787,6,MI
2020-03-21,Minnesota,60,137,1,MN
2020-03-21,Mississippi,60,140,1,MS
2020-03-21,Missouri,60,79,3,MO
2020-03-21,Montana,60,29,0,MT
2020-03-21,Nebraska,60,61,0,NE
2020-03-21,Nevada,60,154,2,NV
2020-03-21,New Hampshire,60,65,0,NH
2020-03-21,New Jersey,60,1185,16,NJ
2020-03-21,New Mexico,60,57,0,NM
2020-03-21,New York,60,4145,20,NY
2020-03-21,North Carolina,60,184,0,NC
2020-03-21,North Dakota,60,28,0,ND
2020-03-21,Ohio,60,247,3,OH
2020-03-21,Oklahoma,60,53,1,OK
2020-03-21,Oregon,60,137,4,OR
2020-03-21,Pennsylvania,60,388,2,PA
2020-03-21,South Carolina,60,172,3,SC
2020-03-21,South Dakota,60,14,1,SD
2020-03-21,Tennessee,60,304,2,TN
2020-03-21,Texas,60,547,5,TX
2020-03-21,Utah,60,138,0,UT
2020-03-21,Vermont,60,49,2,VT
2020-03-21,Virginia,60,152,3,VA
2020-03-21,Washington,60,1655,95,WA
2020-03-21,West Virginia,60,12,0,WV
2020-03-21,Wisconsin,60,281,4,WI
2020-03-21,Wyoming,60,24,0,WY
2020-03-22,Alabama,61,157,0,AL
2020-03-22,Alaska,61,22,0,AK
2020-03-22,Arizona,61,153,2,AZ
2020-03-22,Arkansas,61,138,0,AR
2020-03-22,California,61,1850,35,CA
2020-03-22,Colorado,61,590,7,CO
2020-03-22,Connecticut,61,327,8,CT
2020-03-22,Delaware,61,56,0,DE
2020-03-22,District of Columbia,61,116,2,
2020-03-22,Florida,61,999,13,FL
2020-03-22,Georgia,61,593,23,GA
2020-03-22,Hawaii,61,56,0,HI
2020-03-22,Idaho,61,47,0,ID
2020-03-22,Illinois,61,1047,9,IL
2020-03-22,Indiana,61,201,6,IN
2020-03-22,Iowa,61,90,0,IA
2020-03-22,Kansas,61,66,2,KS
2020-03-22,Kentucky,61,97,3,KY
2020-03-22,Louisiana,61,826,20,LA
2020-03-22,Maine,61,84,0,ME
2020-03-22,Maryland,61,245,3,MD
2020-03-22,Massachusetts,61,612,5,MA
2020-03-22,Michigan,61,1033,9,MI
2020-03-22,Minnesota,61,170,1,MN
2020-03-22,Mississippi,61,207,1,MS
2020-03-22,Missouri,61,116,3,MO
2020-03-22,Montana,61,34,0,MT
2020-03-22,Nebraska,61,62,0,NE
2020-03-22,Nevada,61,157,2,NV
2020-03-22,New Hampshire,61,78,0,NH
2020-03-22,New Jersey,61,1693,20,NJ
2020-03-22,New Mexico,61,65,0,NM
2020-03-22,New York,61,6123,23,NY
2020-03-22,North Carolina,61,269,0,NC
2020-03-22,North Dakota,61,30,0,ND
2020-03-22,Ohio,61,351,3,OH
2020-03-22,Oklahoma,61,67,2,OK
2020-03-22,Oregon,61,161,5,OR
2020-03-22,Pennsylvania,61,504,3,PA
2020-03-22,South Carolina,61,194,3,SC
2020-03-22,South Dakota,61,21,1,SD
2020-03-22,Tennessee,61,396,2,TN
2020-03-22,Texas,61,632,7,TX
2020-03-22,Utah,61,182,1,UT
2020-03-22,Vermont,61,52,2,VT
2020-03-22,Virginia,61,219,6,VA
2020-03-22,Washington,61,1844,97,WA
2020-03-22,West Virginia,61,16,0,WV
2020-03-22,Wisconsin,61,382,4,WI
2020-03-22,Wyoming,61,26,0,WY
2020-03-23,Alabama,62,196,0,AL
2020-03-23,Alaska,62,36,0,AK
2020-03-23,Arizona,62,234,2,AZ
2020-03-23,Arkansas,62,140,0,AR
2020-03-23,California,62,2239,39,CA
2020-03-23,Colorado,62,716,10,CO
2020-03-23,Connecticut,62,415,10,CT
2020-03-23,Delaware,62,87,0,DE
2020-03-23,District of Columbia,62,138,2,
2020-03-23,Florida,62,1221,18,FL
2020-03-23,Georgia,62,754,23,GA
2020-03-23,Hawaii,62,72,0,HI
2020-03-23,Idaho,62,50,0,ID
2020-03-23,Illinois,62,1227,12,IL
2020-03-23,Indiana,62,259,7,IN
2020-03-23,Iowa,62,105,0,IA
2020-03-23,Kansas,62,82,2,KS
2020-03-23,Kentucky,62,115,3,KY
2020-03-23,Louisiana,62,1160,34,LA
2020-03-23,Maine,62,102,0,ME
2020-03-23,Maryland,62,290,3,MD
2020-03-23,Massachusetts,62,720,5,MA
2020-03-23,Michigan,62,1324,16,MI
2020-03-23,Minnesota,62,234,1,MN
2020-03-23,Mississippi,62,249,1,MS
2020-03-23,Missouri,62,164,4,MO
2020-03-23,Montana,62,45,0,MT
2020-03-23,Nebraska,62,73,0,NE
2020-03-23,Nevada,62,183,4,NV
2020-03-23,New Hampshire,62,101,1,NH
2020-03-23,New Jersey,62,2428,27,NJ
2020-03-23,New Mexico,62,83,0,NM
2020-03-23,New York,62,8570,28,NY
2020-03-23,North Carolina,62,303,0,NC
2020-03-23,North Dakota,62,32,0,ND
2020-03-23,Ohio,62,444,6,OH
2020-03-23,Oklahoma,62,81,2,OK
2020-03-23,Oregon,62,191,5,OR
2020-03-23,Pennsylvania,62,644,6,PA
2020-03-23,South Carolina,62,299,5,SC
2020-03-23,South Dakota,62,28,1,SD
2020-03-23,Tennessee,62,413,2,TN
2020-03-23,Texas,62,728,7,TX
2020-03-23,Utah,62,257,1,UT
2020-03-23,Vermont,62,52,2,VT
2020-03-23,Virginia,62,254,6,VA
2020-03-23,Washington,62,2101,110,WA
2020-03-23,West Virginia,62,16,0,WV
2020-03-23,Wisconsin,62,418,5,WI
2020-03-23,Wyoming,62,28,0,WY
2020-03-24,Alabama,63,242,0,AL
2020-03-24,Alaska,63,42,0,AK
2020-03-24,Arizona,63,326,3,AZ
2020-03-24,Arkansas,63,230,2,AR
2020-03-24,California,63,2645,52,CA
2020-03-24,Colorado,63,894,10,CO
2020-03-24,Connecticut,63,618,12,CT
2020-03-24,Delaware,63,104,0,DE
2020-03-24,District of Columbia,63,183,2,
2020-03-24,Florida,63,1457,20,FL
2020-03-24,Georgia,63,1019,33,GA
2020-03-24,Hawaii,63,77,0,HI
2020-03-24,Idaho,63,73,0,ID
2020-03-24,Illinois,63,1533,16,IL
2020-03-24,Indiana,63,366,12,IN
2020-03-24,Iowa,63,124,1,IA
2020-03-24,Kansas,63,102,3,KS
2020-03-24,Kentucky,63,144,3,KY
2020-03-24,Louisiana,63,1378,45,LA
2020-03-24,Maine,63,118,0,ME
2020-03-24,Maryland,63,349,4,MD
2020-03-24,Massachusetts,63,1069,7,MA
2020-03-24,Michigan,63,1783,24,MI
2020-03-24,Minnesota,63,263,1,MN
2020-03-24,Mississippi,63,320,1,MS
2020-03-24,Missouri,63,185,5,MO
2020-03-24,Montana,63,51,0,MT
2020-03-24,Nebraska,63,77,0,NE
2020-03-24,Nevada,63,301,6,NV
2020-03-24,New Hampshire,63,108,1,NH
2020-03-24,New Jersey,63,3030,44,NJ
2020-03-24,New Mexico,63,100,0,NM
2020-03-24,New York,63,10761,34,NY
2020-03-24,North Carolina,63,399,0,NC
2020-03-24,North Dakota,63,37,0,ND
2020-03-24,Ohio,63,564,8,OH
2020-03-24,Oklahoma,63,106,3,OK
2020-03-24,Oregon,63,209,8,OR
2020-03-24,Pennsylvania,63,851,8,PA
2020-03-24,South Carolina,63,342,8,SC
2020-03-24,South Dakota,63,30,1,SD
2020-03-24,Tennessee,63,645,2,TN
2020-03-24,Texas,63,857,10,TX
2020-03-24,Utah,63,299,1,UT
2020-03-24,Vermont,63,93,2,VT
2020-03-24,Virginia,63,291,6,VA
2020-03-24,Washington,63,2392,123,WA
2020-03-24,West Virginia,63,39,0,WV
2020-03-24,Wisconsin,63,481,5,WI
2020-03-24,Wyoming,63,37,0,WY
2020-03-25,Alabama,64,386,1,AL
2020-03-25,Alaska,64,59,0,AK
2020-03-25,Arizona,64,402,3,AZ
2020-03-25,Arkansas,64,306,2,AR
2020-03-25,California,64,3184,68,CA
2020-03-25,Colorado,64,1068,19,CO
2020-03-25,Connecticut,64,875,19,CT
2020-03-25,Delaware,64,119,0,DE
2020-03-25,District of Columbia,64,231,3,
2020-03-25,Florida,64,1970,23,FL
2020-03-25,Georgia,64,1233,33,GA
2020-03-25,Hawaii,64,91,0,HI
2020-03-25,Idaho,64,123,0,ID
2020-03-25,Illinois,64,1875,19,IL
2020-03-25,Indiana,64,479,14,IN
2020-03-25,Iowa,64,147,1,IA
2020-03-25,Kansas,64,134,3,KS
2020-03-25,Kentucky,64,167,5,KY
2020-03-25,Louisiana,64,1786,64,LA
2020-03-25,Maine,64,140,0,ME
2020-03-25,Maryland,64,423,4,MD
2020-03-25,Massachusetts,64,1679,11,MA
2020-03-25,Michigan,64,2286,43,MI
2020-03-25,Minnesota,64,288,1,MN
2020-03-25,Mississippi,64,377,5,MS
2020-03-25,Missouri,64,329,8,MO
2020-03-25,Montana,64,65,0,MT
2020-03-25,Nebraska,64,84,0,NE
2020-03-25,Nevada,64,316,6,NV
2020-03-25,New Hampshire,64,137,1,NH
2020-03-25,New Jersey,64,3469,62,NJ
2020-03-25,New Mexico,64,113,1,NM
2020-03-25,New York,64,13056,51,NY
2020-03-25,North Carolina,64,564,1,NC
2020-03-25,North Dakota,64,45,0,ND
2020-03-25,Ohio,64,707,11,OH
2020-03-25,Oklahoma,64,164,5,OK
2020-03-25,Oregon,64,266,10,OR
2020-03-25,Pennsylvania,64,1151,12,PA
2020-03-25,Rhode Island,64,66,0,RI
2020-03-25,South Carolina,64,425,8,SC
2020-03-25,South Dakota,64,41,1,SD
2020-03-25,Tennessee,64,728,2,TN
2020-03-25,Texas,64,1119,13,TX
2020-03-25,Utah,64,336,1,UT
2020-03-25,Vermont,64,123,7,VT
2020-03-25,Virginia,64,391,8,VA
2020-03-25,Washington,64,2585,130,WA
2020-03-25,West Virginia,64,51,0,WV
2020-03-25,Wisconsin,64,623,7,WI
2020-03-25,Wyoming,64,49,0,WY
2020-03-26,Alabama,65,538,3,AL
2020-03-26,Alaska,65,69,0,AK
2020-03-26,Arizona,65,508,6,AZ
2020-03-26,Arkansas,65,349,3,AR
2020-03-26,California,65,4061,83,CA
2020-03-26,Colorado,65,1330,24,CO
2020-03-26,Connecticut,65,1012,21,CT
2020-03-26,Delaware,65,143,1,DE
2020-03-26,District of Columbia,65,267,3,
2020-03-26,Florida,65,2478,29,FL
2020-03-26,Georgia,65,1471,33,GA
2020-03-26,Hawaii,65,101,0,HI
2020-03-26,Idaho,65,188,3,ID
2020-03-26,Illinois,65,2538,26,IL
2020-03-26,Indiana,65,656,18,IN
2020-03-26,Iowa,65,179,1,IA
2020-03-26,Kansas,65,173,3,KS
2020-03-26,Kentucky,65,210,5,KY
2020-03-26,Louisiana,65,2293,82,LA
2020-03-26,Maine,65,154,0,ME
2020-03-26,Maryland,65,581,4,MD
2020-03-26,Massachusetts,65,2150,21,MA
2020-03-26,Michigan,65,2865,63,MI
2020-03-26,Minnesota,65,345,1,MN
2020-03-26,Mississippi,65,487,6,MS
2020-03-26,Missouri,65,444,8,MO
2020-03-26,Montana,65,90,0,MT
2020-03-26,Nebraska,65,92,0,NE
2020-03-26,Nevada,65,428,10,NV
2020-03-26,New Hampshire,65,158,1,NH
2020-03-26,New Jersey,65,5398,82,NJ
2020-03-26,New Mexico,65,136,1,NM
2020-03-26,New York,65,15876,67,NY
2020-03-26,North Carolina,65,640,2,NC
2020-03-26,North Dakota,65,58,0,ND
2020-03-26,Ohio,65,867,15,OH
2020-03-26,Oklahoma,65,248,7,OK
2020-03-26,Oregon,65,316,11,OR
2020-03-26,Pennsylvania,65,1690,16,PA
2020-03-26,Rhode Island,65,71,0,RI
2020-03-26,South Carolina,65,456,9,SC
2020-03-26,South Dakota,65,46,1,SD
2020-03-26,Tennessee,65,871,2,TN
2020-03-26,Texas,65,1543,21,TX
2020-03-26,Utah,65,397,1,UT
2020-03-26,Vermont,65,150,7,VT
2020-03-26,Virginia,65,569,9,VA
2020-03-26,Washington,65,3143,152,WA
2020-03-26,West Virginia,65,76,0,WV
2020-03-26,Wisconsin,65,754,10,WI
2020-03-26,Wyoming,65,56,0,WY
2020-03-27,Alabama,66,639,4,AL
2020-03-27,Alaska,66,85,1,AK
2020-03-27,Arizona,66,665,11,AZ
2020-03-27,Arkansas,66,381,3,AR
2020-03-27,California,66,4916,104,CA
2020-03-27,Colorado,66,1599,30,CO
2020-03-27,Connecticut,66,1291,27,CT
2020-03-27,Delaware,66,165,2,DE
2020-03-27,District of Columbia,66,304,4,
2020-03-27,Florida,66,3198,46,FL
2020-03-27,Georgia,66,1994,59,GA
2020-03-27,Hawaii,66,115,0,HI
2020-03-27,Idaho,66,232,4,ID
2020-03-27,Illinois,66,3029,37,IL
2020-03-27,Indiana,66,986,26,IN
2020-03-27,Iowa,66,236,3,IA
2020-03-27,Kansas,66,213,4,KS
2020-03-27,Kentucky,66,261,8,KY
2020-03-27,Louisiana,66,2730,118,LA
2020-03-27,Maine,66,165,1,ME
2020-03-27,Maryland,66,790,5,MD
2020-03-27,Massachusetts,66,2936,31,MA
2020-03-27,Michigan,66,3629,93,MI
2020-03-27,Minnesota,66,397,3,MN
2020-03-27,Mississippi,66,576,8,MS
2020-03-27,Missouri,66,591,9,MO
2020-03-27,Montana,66,121,1,MT
2020-03-27,Nebraska,66,103,2,NE
2020-03-27,Nevada,66,530,10,NV
2020-03-27,New Hampshire,66,187,2,NH
2020-03-27,New Jersey,66,6841,108,NJ
2020-03-27,New Mexico,66,191,1,NM
2020-03-27,New York,66,19237,85,NY
2020-03-27,North Carolina,66,785,3,NC
2020-03-27,North Dakota,66,68,1,ND
2020-03-27,Ohio,66,1144,22,OH
